organisasjonsnummer,navn,naeringskode,naeringsbeskrivelse,organisasjonsform,kommunenavn,postnummer,poststed,konkurs,under_avvikling,regnskapsaar,fra_dato,til_dato,regnskapstype,oppstillingsplan,sum_driftsinntekter,sum_driftskostnad,driftsresultat,sum_finansinntekter,sum_finanskostnad,ordinaert_resultat_foer_skatt,aarsresultat,sum_eiendeler,sum_anleggsmidler,sum_omloepsmidler,sum_egenkapital,sum_gjeld,sum_kortsiktig_gjeld,sum_langsiktig_gjeld
912902013,AUTOSHOP AS,47.810,Detaljhandel med motorvogner,AS,KONGSBERG,3619,SKOLLENBORG,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,79964002.0,77833408.0,2130594.0,122551.0,643096.0,1610049.0,1220466.0,20519964.0,226951.0,20293013.0,6827144.0,13692820.0,1589921.0,12102898.0
931395416,"AUTOSISEVIC, BRANKA SISEVIC",47.810,Detaljhandel med motorvogner,ENK,LILLESTRØM,2020,SKEDSMOKORSET,False,False,,,,,,,,,,,,,,,,,,,
821526272,AUTOSLO AS,47.810,Detaljhandel med motorvogner,AS,LILLESTRØM,2000,LILLESTRØM,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0
982071569,AUTOSMART AS,47.810,Detaljhandel med motorvogner,AS,MOSS,1580,RYGGE,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,7316309.0,8592460.0,-1276151.0,0.0,205048.0,-1481199.0,-1481199.0,6992328.0,2664867.0,4327461.0,2587415.0,4404913.0,1973933.0,2430980.0
933801330,AUTOSONE AS,47.810,Detaljhandel med motorvogner,AS,DRAMMEN,3027,DRAMMEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,1494131.0,1356546.0,137585.0,90.0,0.0,137675.0,107387.0,240847.0,0.0,240847.0,137387.0,103460.0,103460.0,0.0
983879314,AUTOSPEED AS,47.810,Detaljhandel med motorvogner,AS,TROMSØ,9018,TROMSØ,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,8590932.0,8201557.0,389375.0,38669.0,52458.0,375586.0,292697.0,2677358.0,209040.0,2468318.0,1489084.0,1188274.0,1188274.0,0.0
995331802,AUTOSPEKTRUM AS,47.810,Detaljhandel med motorvogner,AS,NORDRE FOLLO,1415,OPPEGÅRD,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,45270088.0,45174227.0,95861.0,287403.0,111309.0,271956.0,242452.0,26538702.0,6822116.0,19716585.0,24073492.0,2465210.0,1309031.0,1156179.0
918559272,AUTOSPIRE AS,47.810,Detaljhandel med motorvogner,AS,NARVIK,8517,NARVIK,False,False,2022,2022-01-01,2022-12-31,SELSKAP,store,12399117.0,13022770.0,-623653.0,33.0,99377.0,-722997.0,-746398.0,3364974.0,79875.0,3285099.0,-461777.0,3826751.0,1498723.0,2328027.0
933272567,AUTOSPIRE AS TVANGSAVVIKLINGSBO,47.810,Detaljhandel med motorvogner,KBO,NARVIK,8517,NARVIK,False,False,,,,,,,,,,,,,,,,,,,
997796659,AUTOSPORT AS,47.810,Detaljhandel med motorvogner,AS,TRONDHEIM,7047,TRONDHEIM,True,False,2023,2023-01-01,2023-12-31,SELSKAP,store,66588715.0,69616405.0,-3027690.0,4685.0,42711.0,-3065716.0,-8264933.0,5667589.0,126517.0,5541072.0,-24779360.0,30446949.0,8269138.0,22177811.0
936993621,AUTOSPORT AS KONKURSBO,47.810,Detaljhandel med motorvogner,KBO,TRONDHEIM,7047,TRONDHEIM,False,False,,,,,,,,,,,,,,,,,,,
928255131,AUTOSTERN BILPARK AS,47.810,Detaljhandel med motorvogner,AS,LØRENSKOG,1461,LØRENSKOG,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,88386000.0,80811000.0,7576000.0,1633000.0,20142000.0,-10933000.0,-8528000.0,258645000.0,239370000.0,19276000.0,68530000.0,190115000.0,15757000.0,174359000.0
983527167,AUTOSTIL DA,47.810,Detaljhandel med motorvogner,DA,TRONDHEIM,7014,TRONDHEIM,False,False,,,,,,,,,,,,,,,,,,,
937241569,AUTOSTJERNE AS,47.810,Detaljhandel med motorvogner,AS,ULLENSAKER,2067,JESSHEIM,False,False,,,,,,,,,,,,,,,,,,,
952671162,AUTOSTRADA ARENDAL AS,47.810,Detaljhandel med motorvogner,AS,ARENDAL,4848,ARENDAL,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,299155719.0,287075437.0,12080281.0,624840.0,2518607.0,10186514.0,7945017.0,77381627.0,3028126.0,74353501.0,13493917.0,63887710.0,59291523.0,4596188.0
922078165,AUTOSTRADA BIL AS,47.810,Detaljhandel med motorvogner,AS,PORSGRUNN,3917,PORSGRUNN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,20086472.0,26358775.0,-6272303.0,32768630.0,5219063.0,21277265.0,23549869.0,198407935.0,157067457.0,41340478.0,88952167.0,109455768.0,57743252.0,51712516.0
989132857,AUTOSTRADA GRUPPEN AS,47.810,Detaljhandel med motorvogner,AS,PORSGRUNN,3917,PORSGRUNN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,17586.0,3250110.0,-3232523.0,11373783.0,1762287.0,6378972.0,6378972.0,109794632.0,94769051.0,15025581.0,106951367.0,2843265.0,90795.0,2752470.0
930014737,AUTOSTRADA KONGSBERG AS,47.810,Detaljhandel med motorvogner,AS,ØVRE EIKER,3322,FISKUM,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,156755541.0,162038408.0,-5282867.0,14.0,1087188.0,-6370041.0,-4972901.0,49542997.0,6690170.0,42852827.0,2097290.0,47445706.0,38618848.0,8826859.0
950090413,AUTOSTRADA NOTODDEN AS,47.810,Detaljhandel med motorvogner,AS,NOTODDEN,3676,NOTODDEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,117183317.0,117174871.0,8446.0,1663.0,656952.0,-646844.0,-505886.0,34028609.0,1657600.0,32371009.0,10751422.0,23277187.0,17137429.0,6139758.0
980775747,AUTOSTRADA PORSGRUNN AS,47.810,Detaljhandel med motorvogner,AS,PORSGRUNN,3917,PORSGRUNN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,479373129.0,457928919.0,21444210.0,2374616.0,3211591.0,20607235.0,16065047.0,129673767.0,4071090.0,125602677.0,22099346.0,107574421.0,101551955.0,6022466.0
927975564,AUTOSTRADA SELJORD AS,47.810,Detaljhandel med motorvogner,AS,SELJORD,3840,SELJORD,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,157724716.0,155647785.0,2076932.0,1516.0,903138.0,1175310.0,912788.0,35406590.0,5758287.0,29648303.0,6473467.0,28933123.0,23986534.0,4946590.0
929361202,AUTOSTRADA X AS,47.810,Detaljhandel med motorvogner,AS,PORSGRUNN,3917,PORSGRUNN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,12613271.0,11224216.0,1389055.0,,21147.0,1367908.0,1064115.0,7047607.0,250109.0,6797498.0,1943903.0,5103704.0,4539104.0,564600.0
815045742,AUTOSTRAND AS,47.810,Detaljhandel med motorvogner,AS,ULLENSAKER,2060,GARDERMOEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,,,,,0.0,0.0,4211.0,4211.0,0.0,-586395.0,590606.0,590606.0,0.0
925370673,AUTOSTUDIO GÅSERUD,47.810,Detaljhandel med motorvogner,ENK,OSLO,0480,OSLO,False,False,,,,,,,,,,,,,,,,,,,
922336997,AUTOSWAP AS,47.810,Detaljhandel med motorvogner,AS,BERGEN,5147,FYLLINGSDALEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,56038177.0,54766426.0,1271751.0,5817.0,341472.0,936095.0,716564.0,7731314.0,644087.0,7087227.0,2318022.0,5413292.0,931961.0,4481331.0
990703019,AUTOTAKSERINGEN ANS,47.810,Detaljhandel med motorvogner,ANS,LILLESTRØM,2000,LILLESTRØM,False,False,,,,,,,,,,,,,,,,,,,
931708384,AUTOTAL AKERSHUS AS,47.810,Detaljhandel med motorvogner,AS,LILLESTRØM,2003,LILLESTRØM,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,4145033.0,5290908.0,-1145875.0,,33191.0,-1179066.0,-1179066.0,9660889.0,0.0,9660889.0,-1154636.0,10815525.0,5566334.0,5249191.0
917804125,AUTOTAL AS,47.810,Detaljhandel med motorvogner,AS,OPPDAL,7340,OPPDAL,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,201453445.0,198398600.0,3054845.0,31037.0,1474951.0,1610931.0,1070599.0,44921717.0,7821941.0,37099776.0,21616847.0,23304870.0,23304870.0,0.0
927576759,AUTOTEAM FABIAN RODIN,47.810,Detaljhandel med motorvogner,ENK,FREDRIKSTAD,1617,FREDRIKSTAD,False,False,,,,,,,,,,,,,,,,,,,
976062914,AUTOTECH AS,47.810,Detaljhandel med motorvogner,AS,LIER,3420,LIERSKOGEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,14085656.0,13822812.0,262844.0,220775.0,2615.0,481004.0,374246.0,9651432.0,156800.0,9494632.0,8708656.0,942776.0,942776.0,0.0
998796318,AUTOTECH VAREBØRS AS,47.810,Detaljhandel med motorvogner,AS,LIER,3420,LIERSKOGEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,48357690.0,43960373.0,4397317.0,518087.0,305059.0,4610345.0,3588567.0,26396329.0,1878700.0,24517629.0,16839058.0,9557271.0,3558068.0,5999203.0
989490869,AUTOTEKNIKK Ståle Martinsen,47.810,Detaljhandel med motorvogner,ENK,NORDRE LAND,2870,DOKKA,False,False,,,,,,,,,,,,,,,,,,,
912252485,AUTOTEMA AS,47.810,Detaljhandel med motorvogner,AS,NORDRE FOLLO,1413,TÅRNÅSEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,2561788.0,2674869.0,-113081.0,2889.0,1218.0,-111410.0,-111410.0,300470.0,0.0,300470.0,-62319.0,362789.0,39857.0,322932.0
912406407,AUTOTOWN AS,47.810,Detaljhandel med motorvogner,AS,DRAMMEN,3022,DRAMMEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,,0.0,0.0,,0.0,0.0,30000.0,0.0,30000.0,30000.0,0.0,,0.0
929724933,AUTOTRADE AS,47.810,Detaljhandel med motorvogner,AS,PORSGRUNN,3940,PORSGRUNN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,16928232.0,17381334.0,-453102.0,595.0,46051.0,-498558.0,-497786.0,3631665.0,21691.0,3609974.0,1044913.0,2586751.0,2586751.0,0.0
922970556,AUTOTRADE SVEN JARLE KNOLL,47.810,Detaljhandel med motorvogner,ENK,FREDRIKSTAD,1619,FREDRIKSTAD,False,False,,,,,,,,,,,,,,,,,,,
936200273,AUTOTRADER AS KONKURSBO,47.810,Detaljhandel med motorvogner,KBO,ULLENSAKER,2069,JESSHEIM,False,False,,,,,,,,,,,,,,,,,,,
929475429,AUTOTRADER NORD AS,47.810,Detaljhandel med motorvogner,AS,FAUSKE,8200,FAUSKE,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,282500.0,477368.0,-194868.0,51.0,781.0,-195598.0,-195598.0,451217.0,0.0,451217.0,-41219.0,492436.0,260436.0,232000.0
833831992,AUTOTRIM AS,47.810,Detaljhandel med motorvogner,AS,ULLENSAKER,2053,JESSHEIM,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,301318.0,170886.0,130432.0,,1625.0,128807.0,101742.0,194536.0,0.0,194536.0,125958.0,68578.0,68578.0,0.0
929427122,AUTOTUNING AS,47.810,Detaljhandel med motorvogner,AS,VESTBY,1543,VESTBY,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,93986633.0,92916240.0,1070393.0,21488.0,574305.0,517576.0,404151.0,8718086.0,11600.0,8706486.0,552401.0,8165685.0,8141430.0,24255.0
985236305,AUTOTUNING IMPORT AS,47.810,Detaljhandel med motorvogner,AS,RÅDE,1640,RÅDE,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,15083031.0,12420852.0,2662179.0,121121.0,5740.0,2777560.0,2159353.0,6082308.0,177969.0,5904339.0,2422452.0,3659856.0,3659856.0,
918007369,AUTOTUNING MOTORSPORT AS,47.810,Detaljhandel med motorvogner,AS,VESTBY,1542,VESTBY,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,19932573.0,19421870.0,510704.0,239310.0,1184860.0,-434846.0,-434846.0,20049995.0,6335598.0,13714397.0,-3858884.0,23908878.0,110830.0,23798048.0
926888099,AUTOTUNING SPORT AS,47.810,Detaljhandel med motorvogner,AS,VESTBY,1542,VESTBY,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,377505.0,-377505.0,432081.0,128354.0,-73778.0,-73778.0,2710945.0,2682064.0,28882.0,-1771689.0,4482635.0,13013.0,4469622.0
937079125,AUTOTUNING SPORTCARS AS,47.810,Detaljhandel med motorvogner,AS,VESTBY,1542,VESTBY,False,False,,,,,,,,,,,,,,,,,,,
919552956,AUTOVAULT AS,47.810,Detaljhandel med motorvogner,AS,HAMAR,2321,HAMAR,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,37177271.0,35526296.0,1650975.0,61650.0,135762.0,1576863.0,1242995.0,5963368.0,1366928.0,4596440.0,2360564.0,3602804.0,1065770.0,2537035.0
935728215,AUTOVERDE AS,47.810,Detaljhandel med motorvogner,AS,TØNSBERG,3157,BARKÅKER,False,False,,,,,,,,,,,,,,,,,,,
936921949,AUTOVERKAS AS,47.810,Detaljhandel med motorvogner,AS,OSLO,0694,OSLO,False,False,,,,,,,,,,,,,,,,,,,
986971130,AUTOVEST BJØRN FURLAND,47.810,Detaljhandel med motorvogner,ENK,VESTNES,6390,VESTNES,False,False,,,,,,,,,,,,,,,,,,,
936051375,AUTOVI RAH,47.810,Detaljhandel med motorvogner,ENK,LILLESTRØM,2000,LILLESTRØM,False,False,,,,,,,,,,,,,,,,,,,
990682119,AUTOVIA AS,47.810,Detaljhandel med motorvogner,AS,BÆRUM,1351,RUD,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,82393926.0,81537911.0,856015.0,-84077.0,163339.0,608598.0,474706.0,16298286.0,1574039.0,14724247.0,12717847.0,3580439.0,2524030.0,1056409.0
933194701,AUTOVIVA AS,47.810,Detaljhandel med motorvogner,AS,GJERDRUM,2022,GJERDRUM,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,16947642.0,16764100.0,183542.0,288.0,49207.0,134624.0,104352.0,5483842.0,0.0,5483842.0,204352.0,5279491.0,1811871.0,3467620.0
926768069,AUTOWAGON AS,47.810,Detaljhandel med motorvogner,AS,STAVANGER,4016,STAVANGER,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,39340886.0,35104338.0,4236547.0,1946.0,9808.0,4228685.0,3188910.0,10253913.0,12712.0,10241201.0,7797331.0,2456582.0,2456582.0,0.0
933473457,AUTOWAX AS,47.810,Detaljhandel med motorvogner,AS,SARPSBORG,1743,KLAVESTADHAUGEN,False,False,2024,2024-04-25,2024-12-31,SELSKAP,store,738665.0,849948.0,-111283.0,234.0,838.0,-111888.0,-111888.0,44465.0,0.0,44465.0,-87672.0,132137.0,132137.0,0.0
925538574,AUTOWEST GEIR WESTNES,47.810,Detaljhandel med motorvogner,ENK,TØNSBERG,3157,BARKÅKER,False,False,,,,,,,,,,,,,,,,,,,
936143431,AUTOWING AS,47.810,Detaljhandel med motorvogner,AS,SARPSBORG,1738,BORGENHAUGEN,False,False,,,,,,,,,,,,,,,,,,,
918738533,AUTOWORKS AS,47.810,Detaljhandel med motorvogner,AS,NORDREISA,9151,STORSLETT,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,4894.0,-4894.0,0.0,0.0,-4894.0,-4894.0,1112.0,0.0,1112.0,-21309.0,22422.0,22422.0,0.0
929240928,AUTOXPRESS HOLDING AS,47.810,Detaljhandel med motorvogner,AS,DRAMMEN,3024,DRAMMEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,7252.0,-7252.0,0.0,0.0,-7252.0,-7252.0,30000.0,30000.0,0.0,17173.0,12828.0,12828.0,0.0
926475576,AUTOYARD AS,47.810,Detaljhandel med motorvogner,AS,BÆRUM,1337,SANDVIKA,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,2271243.0,2137837.0,133406.0,,27766.0,105640.0,105640.0,503883.0,50672.0,453211.0,-412322.0,916206.0,10358.0,905848.0
914985153,AUTOZENTRUM BERGEN AS,47.810,Detaljhandel med motorvogner,AS,BERGEN,5257,KOKSTAD,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,492947144.0,491664206.0,1282938.0,58115.0,5118077.0,-3777024.0,-2997697.0,156525878.0,22968582.0,133557296.0,25576542.0,130949336.0,130949336.0,0.0
978655289,AUTOZENTRUM HOLDING AS,47.810,Detaljhandel med motorvogner,AS,OSLO,0680,OSLO,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,20377649.0,25841633.0,-5463984.0,33279306.0,40526768.0,-12711446.0,-15865064.0,503175853.0,214355167.0,288820686.0,350483443.0,152692410.0,152692410.0,0.0
911547082,AUTOZENTRUM JESSHEIM AS,47.810,Detaljhandel med motorvogner,AS,ULLENSAKER,2067,JESSHEIM,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,566357.0,719054.0,-152697.0,,,-152697.0,-103677.0,240493.0,50056.0,190437.0,114319.0,126174.0,126174.0,0.0
921045239,AUTOZENTRUM TRONDHEIM AS,47.810,Detaljhandel med motorvogner,AS,TRONDHEIM,7072,HEIMDAL,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,200967766.0,209639005.0,-8671240.0,59222.0,5408956.0,-14020974.0,-10971080.0,172329853.0,22504429.0,149825423.0,26034679.0,146295174.0,146295174.0,0.0
818145802,AUTOZENTRUM ÅLESUND AS,47.810,Detaljhandel med motorvogner,AS,ÅLESUND,6012,ÅLESUND,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,193581033.0,197075277.0,-3494243.0,14845.0,3771911.0,-7251309.0,-5686958.0,120752845.0,11531194.0,109221651.0,18153883.0,102598963.0,102598963.0,0.0
935828937,AUTOZONE AS,47.810,Detaljhandel med motorvogner,AS,BERGEN,5257,KOKSTAD,False,False,,,,,,,,,,,,,,,,,,,
855759772,AVALDSNES AUTO SENTER Nils J S Bowitz-Øygarden,47.810,Detaljhandel med motorvogner,ENK,KARMØY,4262,AVALDSNES,False,False,,,,,,,,,,,,,,,,,,,
926429582,AVANTIS INVEST AS,47.810,Detaljhandel med motorvogner,AS,LEVANGER,7630,ÅSEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,6254.0,-6254.0,,,-6254.0,-6254.0,911576.0,45000.0,866576.0,-3109.0,914685.0,,914685.0
917510091,AVAT HOLDING AS,47.810,Detaljhandel med motorvogner,AS,SANDNES,4324,SANDNES,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,85803.0,-85803.0,313487.0,,227684.0,227684.0,3810009.0,2817000.0,993009.0,30000.0,3780008.0,3780008.0,0.0
936792065,AVENTI BIL AS,47.810,Detaljhandel med motorvogner,AS,MOSS,1529,MOSS,False,False,,,,,,,,,,,,,,,,,,,
927127997,AVETTI HOLDING AS,47.810,Detaljhandel med motorvogner,AS,EIGERSUND,4373,EGERSUND,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,37809.0,-37809.0,9824.0,109394.0,-137379.0,-137379.0,6007834.0,6000000.0,7834.0,2430679.0,3577155.0,20197.0,3556958.0
996646300,AVETTI MOTOR AS,47.810,Detaljhandel med motorvogner,AS,KLEPP,4351,KLEPPE,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,99712675.0,98543884.0,1168791.0,18786.0,1046250.0,141327.0,100502.0,16505870.0,860692.0,15645178.0,3748194.0,12757676.0,12757676.0,0.0
926908898,AVIATO AS,47.810,Detaljhandel med motorvogner,AS,ASKØY,5314,KJERRGARDEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,341500.0,421727.0,-80227.0,,,-80227.0,-80227.0,150329.0,33750.0,116579.0,33841.0,116488.0,116488.0,0.0
921203977,AVIBIL AS,47.810,Detaljhandel med motorvogner,AS,SANDNES,4315,SANDNES,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,60526716.0,59784233.0,742483.0,3412.0,358324.0,387571.0,294381.0,12836202.0,618311.0,12217892.0,3706552.0,9129650.0,7808281.0,1321369.0
931802631,AVINO BIL AS,47.810,Detaljhandel med motorvogner,AS,FREDRIKSTAD,1613,FREDRIKSTAD,False,False,,,,,,,,,,,,,,,,,,,
816988292,AVON DEKK SERVICE AS,47.810,Detaljhandel med motorvogner,AS,NORDRE LAND,2870,DOKKA,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,6209815.0,6278463.0,-68647.0,113817.0,965.0,44204.0,33759.0,3713929.0,1143694.0,2570235.0,3545584.0,168345.0,114670.0,53675.0
934568001,AVP AS,47.810,Detaljhandel med motorvogner,AS,ULLENSAKER,2069,JESSHEIM,False,False,2024,2024-10-15,2024-12-31,SELSKAP,store,0.0,150.0,-150.0,0.0,0.0,-150.0,-150.0,29880.0,0.0,29880.0,29850.0,30.0,0.0,30.0
934440412,AVP BIL AS,47.810,Detaljhandel med motorvogner,AS,OSLO,0580,OSLO,False,False,2024,2024-11-05,2024-12-31,SELSKAP,store,0.0,1172.0,-1172.0,0.0,0.0,-1172.0,-1172.0,88044.0,0.0,88044.0,23044.0,65000.0,65000.0,0.0
936110894,AVTOPOVER KONDRATIUK,47.810,Detaljhandel med motorvogner,ENK,GRAN,2750,GRAN,False,False,,,,,,,,,,,,,,,,,,,
930356425,AW PRODUCTEN DE WIT,47.810,Detaljhandel med motorvogner,ENK,OSLO,0352,OSLO,False,False,,,,,,,,,,,,,,,,,,,
921883919,AXEL HOLDING AS,47.810,Detaljhandel med motorvogner,AS,SARPSBORG,1711,SARPSBORG,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,27033.0,-27033.0,2120402.0,644.0,2092725.0,1962272.0,11640788.0,9348851.0,2291937.0,9833707.0,1807081.0,597053.0,1210028.0
935237254,AZ BIL HAYAT,47.810,Detaljhandel med motorvogner,ENK,EIDSVOLL,2072,DAL,False,False,,,,,,,,,,,,,,,,,,,
923333126,AZAUTO KRISTIANSEN,47.810,Detaljhandel med motorvogner,ENK,OSLO,1068,OSLO,False,False,,,,,,,,,,,,,,,,,,,
934079752,AZINOUN,47.810,Detaljhandel med motorvogner,ENK,NANNESTAD,2030,NANNESTAD,False,False,,,,,,,,,,,,,,,,,,,
932847930,B AUTO ALHAJI,47.810,Detaljhandel med motorvogner,ENK,HÅ,4365,NÆRBØ,False,False,,,,,,,,,,,,,,,,,,,
935024811,B-AGENCY JAMAL,47.810,Detaljhandel med motorvogner,ENK,OSLO,0568,OSLO,False,False,,,,,,,,,,,,,,,,,,,
934222024,B-AUTO AS,47.810,Detaljhandel med motorvogner,AS,TØNSBERG,3124,TØNSBERG,False,False,,,,,,,,,,,,,,,,,,,
989080881,B-E INVEST AS,47.810,Detaljhandel med motorvogner,AS,OSLO,0976,OSLO,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,207876.0,275890.0,-68014.0,4521729.0,3117800.0,1335914.0,1335914.0,52078279.0,48210442.0,3867837.0,1688846.0,50389433.0,136323.0,50253110.0
923210946,B. GRANDALEN TRADING,47.810,Detaljhandel med motorvogner,ENK,ARENDAL,4842,ARENDAL,False,False,,,,,,,,,,,,,,,,,,,
931738259,B.A. ANLEGG OG BYGGNADS SERVICE V/BJØRN ABRAHAMSSON,47.810,Detaljhandel med motorvogner,ENK,SEL,2670,OTTA,False,False,,,,,,,,,,,,,,,,,,,
916706014,B.B.E INVEST AS,47.810,Detaljhandel med motorvogner,AS,BERGEN,5165,LAKSEVÅG,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,27590287.0,27489799.0,100488.0,44885.0,505716.0,-360343.0,-360343.0,7178535.0,3377954.0,3800582.0,3024490.0,4154044.0,1910044.0,2244000.0
920736556,B.F HOLDING AS,47.810,Detaljhandel med motorvogner,AS,SUNNFJORD,6811,FØRDE,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,168000.0,108206.0,59795.0,3.0,,59798.0,59798.0,559407.0,255000.0,304407.0,277686.0,281721.0,281721.0,0.0
930966924,B.HOLDING AS,47.810,Detaljhandel med motorvogner,AS,LILLESTRØM,2016,FROGNER,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,3155.0,-3155.0,,,-3155.0,-3155.0,88260.0,0.0,88260.0,21275.0,66985.0,66985.0,0.0
926307487,B.OPHEIM AS,47.810,Detaljhandel med motorvogner,AS,GOL,3550,GOL,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,1686.0,-1686.0,120519.0,-19576.0,138408.0,138113.0,2293148.0,233203.0,2059945.0,2292853.0,295.0,295.0,0.0
916931492,B.R. HOLDING AS,47.810,Detaljhandel med motorvogner,AS,SKIEN,3721,SKIEN,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,,31580.0,-31580.0,31580.0,,,0.0,2285899.0,2253192.0,32707.0,2229729.0,56170.0,56170.0,
936013821,B.S.BIL TAHER TAHER,47.810,Detaljhandel med motorvogner,ENK,ÅS,1434,ÅS,False,False,,,,,,,,,,,,,,,,,,,
932950480,B&B SOLUTIONS AS,47.810,Detaljhandel med motorvogner,AS,ØSTRE TOTEN,2849,KAPP,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,,,,,0.0,0.0,30000.0,0.0,30000.0,30000.0,0.0,,0.0
921192681,BAC GRUPPEN AS,47.810,Detaljhandel med motorvogner,AS,NES,1929,AULI,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,1969.0,-1969.0,0.0,0.0,-1969.0,-2671.0,28031.0,0.0,28031.0,14907.0,13123.0,702.0,12421.0
822298982,BACKYARD ENGINEERING AS,47.810,Detaljhandel med motorvogner,AS,FREDRIKSTAD,1622,GRESSVIK,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,456614.0,667864.0,-211250.0,0.0,0.0,-211250.0,-211250.0,226290.0,25077.0,201213.0,-182028.0,408318.0,408318.0,0.0
912354830,BADDEREN SERVICESENTER AS,47.810,Detaljhandel med motorvogner,AS,KVÆNANGEN,9162,SØRSTRAUMEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,8037853.0,5692961.0,2344892.0,919722.0,3996.0,3260618.0,2694532.0,14263050.0,6411960.0,7851090.0,12882813.0,1380237.0,1340844.0,39394.0
979337256,BAGN BIL ANS,47.810,Detaljhandel med motorvogner,ANS,SØR-AURDAL,2930,BAGN,False,False,,,,,,,,,,,,,,,,,,,
934333942,BAIGS AUTOLINK,47.810,Detaljhandel med motorvogner,ENK,LILLESTRØM,2016,FROGNER,False,False,,,,,,,,,,,,,,,,,,,
830964592,BAIZ BIL,47.810,Detaljhandel med motorvogner,ENK,HALDEN,1783,HALDEN,False,False,,,,,,,,,,,,,,,,,,,
932983818,BAKARDI TYSHKUN,47.810,Detaljhandel med motorvogner,ENK,ØSTRE TOTEN,2848,SKREIA,False,False,,,,,,,,,,,,,,,,,,,
927837994,BAKKELI HOLDING AS,47.810,Detaljhandel med motorvogner,AS,EIDSVOLL,2072,DAL,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,116200.0,-116200.0,35096.0,200.0,-81304.0,-81304.0,636261.0,535800.0,100461.0,22927.0,613334.0,613334.0,0.0
820936272,BAKKEMO TOM REMI HANSEN,47.810,Detaljhandel med motorvogner,ENK,TROMSØ,9109,KVALØYA,False,False,,,,,,,,,,,,,,,,,,,
